gene,type
ENSG00000151012,disease
ENSG00000151014,disease
ENSG00000151023,disease
ENSG00000151025,disease
ENSG00000151062,disease
ENSG00000151065,disease
ENSG00000151067,disease
ENSG00000151079,disease
ENSG00000151092,disease
ENSG00000151093,disease
ENSG00000151116,non-disease
ENSG00000151117,non-disease
ENSG00000151131,non-disease
ENSG00000151135,non-disease
ENSG00000151136,disease
ENSG00000151148,disease
ENSG00000151150,disease
ENSG00000151151,disease
ENSG00000151164,non-disease
ENSG00000151176,non-disease
ENSG00000151208,disease
ENSG00000151224,disease
ENSG00000151229,disease
ENSG00000151233,non-disease
ENSG00000151239,disease
ENSG00000151240,disease
ENSG00000151276,disease
ENSG00000151287,non-disease
ENSG00000151292,disease
ENSG00000151304,disease
ENSG00000151320,disease
ENSG00000151322,disease
ENSG00000151327,disease
ENSG00000151332,non-disease
ENSG00000151338,disease
ENSG00000151348,disease
ENSG00000151353,disease
ENSG00000151360,non-disease
ENSG00000151364,non-disease
ENSG00000151365,disease
ENSG00000151379,disease
ENSG00000151388,disease
ENSG00000151413,disease
ENSG00000151414,disease
ENSG00000151418,disease
ENSG00000151422,disease
ENSG00000151445,non-disease
ENSG00000151458,disease
ENSG00000151461,disease
ENSG00000151465,disease
ENSG00000151466,non-disease
ENSG00000151468,disease
ENSG00000151470,disease
ENSG00000151474,disease
ENSG00000151475,disease
ENSG00000151490,disease
ENSG00000151498,disease
ENSG00000151500,non-disease
ENSG00000151502,non-disease
ENSG00000151503,disease
ENSG00000151532,disease
ENSG00000151552,disease
ENSG00000151553,disease
ENSG00000151572,disease
ENSG00000151575,non-disease
ENSG00000151576,non-disease
ENSG00000151577,disease
ENSG00000151612,disease
ENSG00000151615,non-disease
ENSG00000151617,disease
ENSG00000151623,disease
ENSG00000151640,non-disease
ENSG00000151650,non-disease
ENSG00000151655,disease
ENSG00000151657,disease
ENSG00000151665,disease
ENSG00000151687,non-disease
ENSG00000151689,disease
ENSG00000151690,disease
ENSG00000151692,disease
ENSG00000151693,disease
ENSG00000151694,disease
ENSG00000151702,disease
ENSG00000151704,disease
ENSG00000151715,disease
ENSG00000151718,disease
ENSG00000151725,disease
ENSG00000151726,disease
ENSG00000151729,disease
ENSG00000151743,non-disease
ENSG00000151746,disease
ENSG00000151748,non-disease
ENSG00000151773,disease
ENSG00000151779,disease
ENSG00000151789,disease
ENSG00000151790,disease
ENSG00000151806,disease
ENSG00000151812,disease
ENSG00000151834,disease
ENSG00000151835,disease
ENSG00000151838,non-disease
ENSG00000151846,disease
ENSG00000151849,disease
ENSG00000151876,non-disease
ENSG00000151881,non-disease
ENSG00000151882,disease
ENSG00000151883,disease
ENSG00000151892,disease
ENSG00000151893,non-disease
ENSG00000151914,disease
ENSG00000151917,non-disease
ENSG00000151929,disease
ENSG00000151952,disease
ENSG00000151962,disease
ENSG00000152034,disease
ENSG00000152049,disease
ENSG00000152056,disease
ENSG00000152061,disease
ENSG00000152078,disease
ENSG00000152092,disease
ENSG00000152104,disease
ENSG00000152128,disease
ENSG00000152133,non-disease
ENSG00000152147,non-disease
ENSG00000152154,non-disease
ENSG00000152193,non-disease
ENSG00000152207,disease
ENSG00000152208,disease
ENSG00000152213,disease
ENSG00000152214,disease
ENSG00000152217,disease
ENSG00000152219,non-disease
ENSG00000152223,non-disease
ENSG00000152229,disease
ENSG00000152234,disease
ENSG00000152240,non-disease
ENSG00000152242,non-disease
ENSG00000152253,non-disease
ENSG00000152254,disease
ENSG00000152256,disease
ENSG00000152266,disease
ENSG00000152270,disease
ENSG00000152284,disease
ENSG00000152291,disease
ENSG00000152292,disease
ENSG00000152315,disease
ENSG00000152332,disease
ENSG00000152348,disease
ENSG00000152359,disease
ENSG00000152377,disease
ENSG00000152380,non-disease
ENSG00000152382,non-disease
ENSG00000152402,disease
ENSG00000152404,disease
ENSG00000152409,disease
ENSG00000152413,disease
ENSG00000152422,disease
ENSG00000152430,disease
ENSG00000152433,non-disease
ENSG00000152439,non-disease
ENSG00000152454,non-disease
ENSG00000152455,disease
ENSG00000152457,disease
ENSG00000152463,disease
ENSG00000152464,disease
ENSG00000152465,disease
ENSG00000152467,non-disease
ENSG00000152484,disease
ENSG00000152492,disease
ENSG00000152495,disease
ENSG00000152503,disease
ENSG00000152518,non-disease
ENSG00000152520,disease
ENSG00000152527,disease
ENSG00000152556,disease
ENSG00000152558,non-disease
ENSG00000152578,disease
ENSG00000152580,disease
ENSG00000152582,disease
ENSG00000152583,disease
ENSG00000152591,disease
ENSG00000152592,disease
ENSG00000152595,disease
ENSG00000152611,disease
ENSG00000152620,non-disease
ENSG00000152642,disease
ENSG00000152661,disease
ENSG00000152669,disease
ENSG00000152670,disease
ENSG00000152672,non-disease
ENSG00000152683,disease
ENSG00000152684,disease
ENSG00000152689,disease
ENSG00000152700,disease
ENSG00000152705,disease
ENSG00000152749,non-disease
ENSG00000152760,non-disease
ENSG00000152763,non-disease
ENSG00000152766,disease
ENSG00000152767,disease
ENSG00000152778,disease
ENSG00000152779,disease
ENSG00000152782,disease
ENSG00000152784,disease
ENSG00000152785,disease
ENSG00000152795,disease
ENSG00000152804,disease
ENSG00000152818,disease
ENSG00000152822,disease
ENSG00000152894,disease
ENSG00000152904,non-disease
ENSG00000152910,disease
ENSG00000152926,disease
ENSG00000152936,disease
ENSG00000152939,disease
ENSG00000152942,disease
ENSG00000152952,disease
ENSG00000152953,disease
ENSG00000152954,disease
ENSG00000152969,disease
ENSG00000152990,disease
ENSG00000153002,disease
ENSG00000153006,non-disease
ENSG00000153012,disease
ENSG00000153015,disease
ENSG00000153029,disease
ENSG00000153037,disease
ENSG00000153044,non-disease
ENSG00000153046,disease
ENSG00000153060,disease
ENSG00000153064,disease
ENSG00000153066,non-disease
ENSG00000153071,disease
ENSG00000153086,disease
ENSG00000153093,disease
ENSG00000153094,disease
ENSG00000153107,non-disease
ENSG00000153113,disease
ENSG00000153130,disease
ENSG00000153132,disease
ENSG00000153147,non-disease
ENSG00000153157,disease
ENSG00000153162,disease
ENSG00000153187,disease
ENSG00000153207,non-disease
ENSG00000153208,disease
ENSG00000153214,disease
ENSG00000153230,non-disease
ENSG00000153233,disease
ENSG00000153237,disease
ENSG00000153246,disease
ENSG00000153250,disease
ENSG00000153253,disease
ENSG00000153266,non-disease
ENSG00000153283,disease
ENSG00000153291,disease
ENSG00000153292,disease
ENSG00000153294,non-disease
ENSG00000153303,disease
ENSG00000153317,disease
ENSG00000153339,non-disease
ENSG00000153347,disease
ENSG00000153391,disease
ENSG00000153395,disease
ENSG00000153404,non-disease
ENSG00000153406,non-disease
ENSG00000153443,non-disease
ENSG00000153446,non-disease
ENSG00000153485,non-disease
ENSG00000153495,non-disease
ENSG00000153498,non-disease
ENSG00000153531,non-disease
ENSG00000153558,disease
ENSG00000153560,disease
ENSG00000153574,disease
ENSG00000153707,disease
ENSG00000153714,non-disease
ENSG00000153767,disease
ENSG00000153774,disease
ENSG00000153786,disease
ENSG00000153789,disease
ENSG00000153790,disease
ENSG00000153802,non-disease
ENSG00000153814,disease
ENSG00000153820,disease
ENSG00000153822,disease
ENSG00000153823,disease
ENSG00000153827,disease
ENSG00000153832,disease
ENSG00000153879,non-disease
ENSG00000153896,disease
ENSG00000153898,disease
ENSG00000153902,disease
ENSG00000153904,disease
ENSG00000153914,non-disease
ENSG00000153922,disease
ENSG00000153930,disease
ENSG00000153933,disease
ENSG00000153956,disease
ENSG00000153975,non-disease
ENSG00000153976,disease
ENSG00000153982,non-disease
ENSG00000153989,non-disease
ENSG00000153993,disease
ENSG00000154001,disease
ENSG00000154007,disease
ENSG00000154025,disease
ENSG00000154027,disease
ENSG00000154040,disease
ENSG00000154059,non-disease
ENSG00000154065,disease
ENSG00000154079,non-disease
ENSG00000154080,disease
ENSG00000154096,disease
ENSG00000154099,non-disease
ENSG00000154102,non-disease
ENSG00000154114,disease
ENSG00000154118,disease
ENSG00000154122,disease
ENSG00000154124,disease
ENSG00000154127,disease
ENSG00000154133,disease
ENSG00000154134,disease
ENSG00000154143,non-disease
ENSG00000154144,non-disease
ENSG00000154153,disease
ENSG00000154162,disease
ENSG00000154165,disease
ENSG00000154174,disease
ENSG00000154175,disease
ENSG00000154188,disease
ENSG00000154217,disease
ENSG00000154222,non-disease
ENSG00000154227,non-disease
ENSG00000154229,disease
ENSG00000154237,disease
ENSG00000154252,non-disease
ENSG00000154258,disease
ENSG00000154262,disease
ENSG00000154265,disease
ENSG00000154269,disease
ENSG00000154274,non-disease
ENSG00000154277,disease
ENSG00000154305,disease
ENSG00000154309,disease
ENSG00000154310,disease
ENSG00000154319,disease
ENSG00000154328,disease
ENSG00000154330,non-disease
ENSG00000154342,disease
ENSG00000154359,disease
ENSG00000154370,disease
ENSG00000154380,disease
ENSG00000154415,disease
ENSG00000154429,non-disease
ENSG00000154438,disease
ENSG00000154447,disease
ENSG00000154451,disease
ENSG00000154478,disease
ENSG00000154479,non-disease
ENSG00000154485,disease
ENSG00000154511,disease
ENSG00000154518,disease
ENSG00000154548,disease
ENSG00000154553,disease
ENSG00000154556,disease
ENSG00000154589,disease
ENSG00000154611,disease
ENSG00000154620,non-disease
ENSG00000154639,disease
ENSG00000154640,disease
ENSG00000154642,non-disease
ENSG00000154645,disease
ENSG00000154646,disease
ENSG00000154654,disease
ENSG00000154655,disease
ENSG00000154678,disease
ENSG00000154719,disease
ENSG00000154721,disease
ENSG00000154723,disease
ENSG00000154727,disease
ENSG00000154734,disease
ENSG00000154736,disease
ENSG00000154743,disease
ENSG00000154760,non-disease
ENSG00000154764,disease
ENSG00000154767,disease
ENSG00000154781,non-disease
ENSG00000154783,disease
ENSG00000154813,non-disease
ENSG00000154822,disease
ENSG00000154832,disease
ENSG00000154839,disease
ENSG00000154845,disease
ENSG00000154856,disease
ENSG00000154864,non-disease
ENSG00000154889,disease
ENSG00000154914,disease
ENSG00000154920,disease
ENSG00000154928,disease
ENSG00000154930,disease
ENSG00000154945,disease
ENSG00000154957,non-disease
ENSG00000154975,disease
ENSG00000154978,non-disease
ENSG00000154997,non-disease
ENSG00000155008,disease
ENSG00000155011,disease
ENSG00000155016,disease
ENSG00000155034,disease
ENSG00000155052,disease
ENSG00000155066,non-disease
ENSG00000155085,non-disease
ENSG00000155087,disease
ENSG00000155090,disease
ENSG00000155093,disease
ENSG00000155096,non-disease
ENSG00000155097,disease
ENSG00000155099,disease
ENSG00000155100,non-disease
ENSG00000155111,disease
ENSG00000155115,non-disease
ENSG00000155158,disease
ENSG00000155189,disease
ENSG00000155229,disease
ENSG00000155249,non-disease
ENSG00000155252,disease
ENSG00000155256,disease
ENSG00000155265,non-disease
ENSG00000155269,disease
ENSG00000155275,non-disease
ENSG00000155287,disease
ENSG00000155304,disease
ENSG00000155307,disease
ENSG00000155313,disease
ENSG00000155324,disease
ENSG00000155329,non-disease
ENSG00000155363,disease
ENSG00000155367,disease
ENSG00000155380,disease
ENSG00000155393,non-disease
ENSG00000155438,non-disease
ENSG00000155463,disease
ENSG00000155465,disease
ENSG00000155506,non-disease
ENSG00000155530,disease
ENSG00000155542,non-disease
ENSG00000155545,non-disease
ENSG00000155561,disease
ENSG00000155592,non-disease
ENSG00000155621,disease
ENSG00000155629,disease
ENSG00000155636,non-disease
ENSG00000155640,non-disease
ENSG00000155657,disease
ENSG00000155659,non-disease
ENSG00000155660,disease
ENSG00000155666,non-disease
ENSG00000155714,non-disease
ENSG00000155719,disease
ENSG00000155729,non-disease
ENSG00000155744,non-disease
ENSG00000155749,disease
ENSG00000155754,non-disease
ENSG00000155755,disease
ENSG00000155760,disease
ENSG00000155761,disease
ENSG00000155792,non-disease
ENSG00000155816,disease
ENSG00000155827,non-disease
ENSG00000155833,disease
ENSG00000155846,disease
ENSG00000155849,disease
ENSG00000155850,disease
ENSG00000155858,disease
ENSG00000155875,disease
ENSG00000155886,disease
ENSG00000155890,disease
ENSG00000155893,disease
ENSG00000155897,disease
ENSG00000155903,non-disease
ENSG00000155906,disease
ENSG00000155926,disease
ENSG00000155962,disease
ENSG00000155966,disease
ENSG00000155970,non-disease
ENSG00000155974,disease
ENSG00000155975,disease
ENSG00000155980,disease
ENSG00000156006,disease
ENSG00000156009,non-disease
ENSG00000156011,disease
ENSG00000156026,non-disease
ENSG00000156030,non-disease
ENSG00000156042,disease
ENSG00000156049,disease
ENSG00000156050,disease
ENSG00000156076,disease
ENSG00000156096,disease
ENSG00000156097,disease
ENSG00000156103,disease
ENSG00000156110,disease
ENSG00000156113,disease
ENSG00000156136,disease
ENSG00000156140,disease
ENSG00000156150,disease
ENSG00000156162,non-disease
ENSG00000156170,non-disease
ENSG00000156171,disease
ENSG00000156172,disease
ENSG00000156194,disease
ENSG00000156206,non-disease
ENSG00000156218,disease
ENSG00000156219,disease
ENSG00000156222,disease
ENSG00000156232,non-disease
ENSG00000156234,disease
ENSG00000156239,disease
ENSG00000156253,non-disease
ENSG00000156256,non-disease
ENSG00000156261,non-disease
ENSG00000156265,non-disease
ENSG00000156269,non-disease
ENSG00000156273,disease
ENSG00000156282,non-disease
ENSG00000156298,disease
ENSG00000156299,disease
ENSG00000156304,non-disease
ENSG00000156345,disease
ENSG00000156374,non-disease
ENSG00000156381,disease
ENSG00000156384,non-disease
ENSG00000156395,disease
ENSG00000156398,disease
ENSG00000156411,non-disease
ENSG00000156414,disease
ENSG00000156453,non-disease
ENSG00000156463,disease
ENSG00000156466,disease
ENSG00000156467,disease
ENSG00000156469,disease
ENSG00000156471,disease
ENSG00000156475,disease
ENSG00000156486,non-disease
ENSG00000156500,non-disease
ENSG00000156502,disease
ENSG00000156504,non-disease
ENSG00000156509,non-disease
ENSG00000156510,disease
ENSG00000156515,disease
ENSG00000156521,disease
ENSG00000156535,disease
ENSG00000156564,disease
ENSG00000156574,disease
ENSG00000156575,disease
ENSG00000156587,non-disease
ENSG00000156599,non-disease
ENSG00000156603,non-disease
ENSG00000156639,disease
ENSG00000156650,disease
ENSG00000156671,disease
ENSG00000156675,non-disease
ENSG00000156687,disease
ENSG00000156689,non-disease
ENSG00000156697,non-disease
ENSG00000156709,disease
ENSG00000156711,disease
ENSG00000156735,disease
ENSG00000156738,disease
ENSG00000156787,disease
ENSG00000156795,non-disease
ENSG00000156802,non-disease
ENSG00000156804,disease
ENSG00000156831,disease
ENSG00000156853,disease
ENSG00000156858,non-disease
ENSG00000156860,non-disease
ENSG00000156869,disease
ENSG00000156873,disease
ENSG00000156876,non-disease
ENSG00000156885,non-disease
ENSG00000156886,non-disease
ENSG00000156920,non-disease
ENSG00000156925,disease
ENSG00000156928,non-disease
ENSG00000156931,disease
ENSG00000156958,non-disease
ENSG00000156959,disease
ENSG00000156966,non-disease
ENSG00000156970,disease
ENSG00000156973,disease
ENSG00000156976,non-disease
ENSG00000156983,disease
ENSG00000156990,non-disease
ENSG00000157005,disease
ENSG00000157017,disease
ENSG00000157020,disease
ENSG00000157036,disease
ENSG00000157045,disease
ENSG00000157060,non-disease
ENSG00000157064,disease
ENSG00000157077,disease
ENSG00000157087,disease
ENSG00000157093,disease
ENSG00000157106,non-disease
ENSG00000157107,disease
ENSG00000157111,non-disease
ENSG00000157119,non-disease
ENSG00000157131,disease
ENSG00000157150,disease
ENSG00000157168,disease
ENSG00000157181,non-disease
ENSG00000157184,disease
ENSG00000157191,non-disease
ENSG00000157193,disease
ENSG00000157211,disease
ENSG00000157212,disease
ENSG00000157214,disease
ENSG00000157219,disease
ENSG00000157227,disease
ENSG00000157240,disease
ENSG00000157259,disease
ENSG00000157303,non-disease
ENSG00000157330,non-disease
ENSG00000157343,non-disease
ENSG00000157349,non-disease
ENSG00000157350,non-disease
ENSG00000157353,non-disease
ENSG00000157368,non-disease
ENSG00000157379,disease
ENSG00000157388,disease
ENSG00000157404,disease
ENSG00000157426,non-disease
ENSG00000157429,disease
ENSG00000157445,disease
ENSG00000157450,disease
ENSG00000157456,disease
ENSG00000157470,non-disease
ENSG00000157483,disease
ENSG00000157500,disease
ENSG00000157502,non-disease
ENSG00000157510,disease
ENSG00000157514,disease
ENSG00000157538,disease
ENSG00000157540,disease
ENSG00000157551,disease
ENSG00000157554,disease
ENSG00000157557,disease
ENSG00000157570,disease
ENSG00000157578,non-disease
ENSG00000157593,disease
ENSG00000157600,non-disease
ENSG00000157601,disease
ENSG00000157613,disease
ENSG00000157617,disease
ENSG00000157625,disease
ENSG00000157637,disease
ENSG00000157653,non-disease
ENSG00000157657,disease
ENSG00000157680,disease
ENSG00000157693,disease
ENSG00000157703,non-disease
ENSG00000157734,non-disease
ENSG00000157741,non-disease
ENSG00000157764,disease
ENSG00000157765,disease
ENSG00000157766,disease
ENSG00000157778,non-disease
ENSG00000157782,non-disease
ENSG00000157796,disease
ENSG00000157800,disease
ENSG00000157827,disease
ENSG00000157833,non-disease
ENSG00000157851,non-disease
ENSG00000157856,non-disease
ENSG00000157869,disease
ENSG00000157870,non-disease
ENSG00000157873,disease
ENSG00000157881,disease
ENSG00000157884,disease
ENSG00000157890,disease
ENSG00000157911,disease
ENSG00000157916,non-disease
ENSG00000157927,non-disease
ENSG00000157933,disease
ENSG00000157954,disease
ENSG00000157978,disease
ENSG00000157992,non-disease
ENSG00000157999,non-disease
ENSG00000158006,disease
ENSG00000158008,non-disease
ENSG00000158014,disease
ENSG00000158019,disease
ENSG00000158022,non-disease
ENSG00000158023,disease
ENSG00000158042,disease
ENSG00000158050,disease
ENSG00000158055,non-disease
ENSG00000158062,non-disease
ENSG00000158077,disease
ENSG00000158079,non-disease
ENSG00000158089,disease
ENSG00000158092,disease
ENSG00000158104,disease
ENSG00000158106,non-disease
ENSG00000158109,non-disease
ENSG00000158113,non-disease
ENSG00000158122,non-disease
ENSG00000158125,disease
ENSG00000158156,non-disease
ENSG00000158158,disease
ENSG00000158161,non-disease
ENSG00000158163,non-disease
ENSG00000158169,disease
ENSG00000158186,disease
ENSG00000158195,disease
ENSG00000158201,disease
ENSG00000158220,non-disease
ENSG00000158234,disease
ENSG00000158246,non-disease
ENSG00000158258,disease
ENSG00000158270,disease
ENSG00000158286,disease
ENSG00000158290,disease
ENSG00000158292,non-disease
ENSG00000158296,disease
ENSG00000158301,non-disease
ENSG00000158315,disease
ENSG00000158321,disease
ENSG00000158352,disease
ENSG00000158373,non-disease
ENSG00000158411,non-disease
ENSG00000158417,non-disease
ENSG00000158423,non-disease
ENSG00000158428,non-disease
ENSG00000158435,non-disease
ENSG00000158445,disease
ENSG00000158457,non-disease
ENSG00000158458,disease
ENSG00000158467,disease
ENSG00000158470,non-disease
ENSG00000158473,disease
ENSG00000158477,disease
ENSG00000158480,disease
ENSG00000158481,disease
ENSG00000158485,disease
ENSG00000158486,disease
ENSG00000158488,disease
ENSG00000158497,disease
ENSG00000158516,disease
ENSG00000158517,disease
ENSG00000158525,disease
ENSG00000158526,non-disease
ENSG00000158528,disease
ENSG00000158545,disease
ENSG00000158552,non-disease
ENSG00000158553,disease
ENSG00000158555,non-disease
ENSG00000158560,disease
ENSG00000158571,disease
ENSG00000158578,disease
ENSG00000158604,non-disease
ENSG00000158615,disease
ENSG00000158623,non-disease
ENSG00000158636,non-disease
ENSG00000158683,disease
ENSG00000158691,non-disease
ENSG00000158714,non-disease
ENSG00000158715,disease
ENSG00000158717,non-disease
ENSG00000158748,disease
ENSG00000158764,disease
ENSG00000158769,disease
ENSG00000158773,disease
ENSG00000158786,disease
ENSG00000158792,non-disease
ENSG00000158793,disease
ENSG00000158796,non-disease
ENSG00000158805,non-disease
ENSG00000158806,disease
ENSG00000158813,disease
ENSG00000158815,disease
ENSG00000158816,disease
ENSG00000158825,disease
ENSG00000158828,disease
ENSG00000158850,non-disease
ENSG00000158856,non-disease
ENSG00000158859,disease
ENSG00000158863,non-disease
ENSG00000158864,disease
ENSG00000158865,disease
ENSG00000158869,disease
ENSG00000158874,disease
ENSG00000158882,disease
ENSG00000158887,disease
ENSG00000158901,non-disease
ENSG00000158941,non-disease
ENSG00000158955,disease
ENSG00000158966,disease
ENSG00000159023,disease
ENSG00000159055,non-disease
ENSG00000159063,disease
ENSG00000159069,non-disease
ENSG00000159082,disease
ENSG00000159086,non-disease
ENSG00000159110,disease
ENSG00000159111,disease
ENSG00000159128,disease
ENSG00000159131,disease
ENSG00000159140,non-disease
ENSG00000159147,non-disease
ENSG00000159166,non-disease
ENSG00000159167,disease
ENSG00000159173,disease
ENSG00000159176,disease
ENSG00000159182,non-disease
ENSG00000159184,disease
ENSG00000159189,disease
ENSG00000159197,disease
ENSG00000159199,disease
ENSG00000159200,disease
ENSG00000159202,disease
ENSG00000159208,non-disease
ENSG00000159210,disease
ENSG00000159212,disease
ENSG00000159214,non-disease
ENSG00000159216,disease
ENSG00000159217,disease
ENSG00000159224,disease
ENSG00000159228,disease
ENSG00000159231,disease
ENSG00000159239,non-disease
ENSG00000159248,disease
ENSG00000159256,disease
ENSG00000159259,non-disease
ENSG00000159261,disease
ENSG00000159263,disease
ENSG00000159267,disease
ENSG00000159307,disease
ENSG00000159314,non-disease
ENSG00000159322,disease
ENSG00000159335,disease
ENSG00000159337,disease
ENSG00000159339,disease
ENSG00000159346,disease
ENSG00000159348,disease
ENSG00000159352,non-disease
ENSG00000159363,disease
ENSG00000159374,non-disease
ENSG00000159377,disease
ENSG00000159387,non-disease
ENSG00000159388,disease
ENSG00000159398,non-disease
ENSG00000159399,disease
ENSG00000159403,non-disease
ENSG00000159409,disease
ENSG00000159423,disease
ENSG00000159433,disease
ENSG00000159445,disease
ENSG00000159459,disease
ENSG00000159461,non-disease
ENSG00000159479,non-disease
ENSG00000159495,non-disease
ENSG00000159516,non-disease
ENSG00000159527,disease
ENSG00000159556,non-disease
ENSG00000159579,non-disease
ENSG00000159588,non-disease
ENSG00000159592,non-disease
ENSG00000159593,disease
ENSG00000159596,non-disease
ENSG00000159618,disease
ENSG00000159625,non-disease
ENSG00000159648,non-disease
ENSG00000159650,disease
ENSG00000159658,non-disease
ENSG00000159674,disease
ENSG00000159685,disease
ENSG00000159692,disease
ENSG00000159708,disease
ENSG00000159713,non-disease
ENSG00000159714,disease
ENSG00000159723,disease
ENSG00000159733,disease
ENSG00000159753,non-disease
ENSG00000159761,disease
ENSG00000159763,disease
ENSG00000159784,disease
ENSG00000159788,disease
ENSG00000159792,disease
ENSG00000159840,disease
ENSG00000159842,disease
ENSG00000159871,disease
ENSG00000159873,non-disease
ENSG00000159882,disease
ENSG00000159884,non-disease
ENSG00000159885,non-disease
ENSG00000159899,disease
ENSG00000159905,non-disease
ENSG00000159915,non-disease
ENSG00000159917,non-disease
ENSG00000159921,disease
ENSG00000159958,disease
ENSG00000159961,disease
ENSG00000160007,non-disease
ENSG00000160013,disease
ENSG00000160049,disease
ENSG00000160050,disease
ENSG00000160058,non-disease
ENSG00000160062,disease
ENSG00000160087,disease
ENSG00000160097,non-disease
ENSG00000160111,disease
ENSG00000160113,non-disease
ENSG00000160117,disease
ENSG00000160124,disease
ENSG00000160145,disease
ENSG00000160161,disease
ENSG00000160179,disease
ENSG00000160180,disease
ENSG00000160181,disease
ENSG00000160182,disease
ENSG00000160183,disease
ENSG00000160185,disease
ENSG00000160188,disease
ENSG00000160190,disease
ENSG00000160191,disease
ENSG00000160193,disease
ENSG00000160194,disease
ENSG00000160199,disease
ENSG00000160207,disease
ENSG00000160208,disease
ENSG00000160209,disease
ENSG00000160211,disease
ENSG00000160213,disease
ENSG00000160214,disease
ENSG00000160216,disease
ENSG00000160219,disease
ENSG00000160224,disease
ENSG00000160226,non-disease
ENSG00000160233,non-disease
ENSG00000160255,disease
ENSG00000160256,non-disease
ENSG00000160282,disease
ENSG00000160284,non-disease
ENSG00000160285,disease
ENSG00000160293,disease
ENSG00000160294,non-disease
ENSG00000160298,non-disease
ENSG00000160299,disease
ENSG00000160305,disease
ENSG00000160307,disease
ENSG00000160310,disease
ENSG00000160318,non-disease
ENSG00000160323,disease
ENSG00000160326,disease
ENSG00000160339,disease
ENSG00000160345,non-disease
ENSG00000160349,disease
ENSG00000160360,non-disease
ENSG00000160392,non-disease
ENSG00000160396,disease
ENSG00000160401,non-disease
ENSG00000160404,disease
ENSG00000160410,non-disease
ENSG00000160445,non-disease
ENSG00000160446,non-disease
ENSG00000160447,non-disease
ENSG00000160460,disease
ENSG00000160471,non-disease
ENSG00000160472,non-disease
ENSG00000160505,disease
ENSG00000160539,disease
ENSG00000160551,disease
ENSG00000160563,disease
ENSG00000160570,non-disease
ENSG00000160584,disease
ENSG00000160588,non-disease
ENSG00000160593,disease
ENSG00000160602,disease
ENSG00000160606,non-disease
ENSG00000160613,disease
ENSG00000160633,non-disease
ENSG00000160654,disease
ENSG00000160679,non-disease
ENSG00000160683,disease
ENSG00000160688,non-disease
ENSG00000160691,disease
ENSG00000160703,disease
ENSG00000160710,disease
ENSG00000160712,disease
ENSG00000160714,non-disease
ENSG00000160716,disease
ENSG00000160741,disease
ENSG00000160746,disease
ENSG00000160752,disease
ENSG00000160753,non-disease
ENSG00000160767,disease
ENSG00000160781,non-disease
ENSG00000160789,disease
ENSG00000160791,disease
ENSG00000160796,disease
ENSG00000160799,non-disease
ENSG00000160801,disease
ENSG00000160803,disease
ENSG00000160808,disease
ENSG00000160813,non-disease
ENSG00000160818,disease
ENSG00000160838,non-disease
ENSG00000160856,disease
ENSG00000160862,non-disease
ENSG00000160867,disease
ENSG00000160877,non-disease
ENSG00000160882,disease
ENSG00000160883,disease
ENSG00000160886,non-disease
ENSG00000160888,non-disease
ENSG00000160908,non-disease
ENSG00000160917,disease
ENSG00000160932,disease
ENSG00000160948,non-disease
ENSG00000160949,non-disease
ENSG00000160951,disease
ENSG00000160953,non-disease
ENSG00000160959,non-disease
ENSG00000160961,disease
ENSG00000160972,non-disease
ENSG00000160973,disease
ENSG00000160991,non-disease
ENSG00000160993,non-disease
ENSG00000160994,disease
ENSG00000161010,non-disease
ENSG00000161011,disease
ENSG00000161013,disease
ENSG00000161021,disease
ENSG00000161031,disease
ENSG00000161036,non-disease
ENSG00000161040,disease
ENSG00000161048,disease
ENSG00000161055,disease
ENSG00000161082,disease
ENSG00000161091,non-disease
ENSG00000161179,disease
ENSG00000161180,non-disease
ENSG00000161202,disease
ENSG00000161203,disease
ENSG00000161204,non-disease
ENSG00000161243,disease
ENSG00000161249,non-disease
ENSG00000161267,disease
ENSG00000161270,disease
ENSG00000161277,non-disease
ENSG00000161281,disease
ENSG00000161298,non-disease
ENSG00000161328,non-disease
ENSG00000161381,disease
ENSG00000161395,non-disease
ENSG00000161405,disease
ENSG00000161509,disease
ENSG00000161513,disease
ENSG00000161526,disease
ENSG00000161533,disease
ENSG00000161542,non-disease
ENSG00000161544,non-disease
ENSG00000161551,non-disease
ENSG00000161558,disease
ENSG00000161594,disease
ENSG00000161609,non-disease
ENSG00000161610,disease
ENSG00000161618,non-disease
ENSG00000161634,disease
ENSG00000161638,disease
ENSG00000161640,non-disease
ENSG00000161642,non-disease
ENSG00000161647,non-disease
ENSG00000161649,non-disease
ENSG00000161652,non-disease
ENSG00000161653,disease
ENSG00000161664,disease
ENSG00000161671,non-disease
ENSG00000161677,disease
ENSG00000161681,non-disease
ENSG00000161682,non-disease
ENSG00000161692,non-disease
ENSG00000161714,disease
ENSG00000161791,disease
ENSG00000161798,disease
ENSG00000161800,disease
ENSG00000161813,non-disease
ENSG00000161835,non-disease
ENSG00000161847,disease
ENSG00000161849,non-disease
ENSG00000161850,disease
ENSG00000161860,disease
ENSG00000161888,disease
ENSG00000161896,disease
ENSG00000161904,disease
ENSG00000161911,non-disease
ENSG00000161914,non-disease
ENSG00000161920,disease
ENSG00000161921,disease
ENSG00000161929,non-disease
ENSG00000161940,disease
ENSG00000161944,non-disease
ENSG00000161956,disease
ENSG00000161958,non-disease
ENSG00000161960,non-disease
