Gene	Symbol	Uniprot	Gene Name	Pathway	Protein Class	DSI	DPI	# Of Diseases	Gene	Source	Gene	Source	Gene	# Of SNPs	Source	gene	# Of Genes	Source	gene	Source
54843	SYTL2	Q9HCH5	synaptotagmin-like 2	null	membrane traffic protein	0.748206243090118	0.259259259259259	14	54843	ALL	54843	ALL	54843	0	ALL	54843	6421	ALL	54843	ALL
10288	LILRB2	Q8N423	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 2	Immune System	defense/immunity protein; signaling molecule; receptor	0.730664536385224	0.444444444444444	13	10288	ALL	10288	ALL	10288	0	ALL	10288	6385	ALL	10288	ALL
10588	MTHFS	P49914	5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)	null	ligase	0.739069513160894	0.407407407407407	13	10588	ALL	10588	ALL	10588	1	ALL	10588	4792	ALL	10588	ALL
10616	RBCK1	Q9BYM8	RanBP-type and C3HC4-type zinc finger containing 1	Immune System; Signal Transduction	ligase	0.795667461962211	0.185185185185185	13	10616	ALL	10616	ALL	10616	0	ALL	10616	5082	ALL	10616	ALL
10620	ARID3B	Q8IVW6	AT rich interactive domain 3B (BRIGHT-like)	null	transcription factor; nucleic acid binding	0.748206243090118	0.259259259259259	13	10620	ALL	10620	ALL	10620	0	ALL	10620	9123	ALL	10620	ALL
10893	MMP24	Q9Y5R2	matrix metallopeptidase 24 (membrane-inserted)	Extracellular matrix organization	null	0.739069513160894	0.407407407407407	13	10893	ALL	10893	ALL	10893	1	ALL	10893	4862	ALL	10893	ALL
10921	RNPS1	Q15287	RNA binding protein S1, serine-rich domain	Gene Expression	nucleic acid binding	0.730664536385224	0.444444444444444	13	10921	ALL	10921	ALL	10921	0	ALL	10921	4949	ALL	10921	ALL
11018	TMED1	Q13445	transmembrane emp24 protein transport domain containing 1	null	transfer/carrier protein; membrane traffic protein	0.748206243090118	0.296296296296296	13	11018	ALL	11018	ALL	11018	0	ALL	11018	4579	ALL	11018	ALL
11054	OGFR	Q9NZT2	opioid growth factor receptor	null	receptor	0.739069513160894	0.148148148148148	13	11054	ALL	11054	ALL	11054	0	ALL	11054	4372	ALL	11054	ALL
11160	ERLIN2	O94905	ER lipid raft associated 2	null	null	0.748206243090118	0.333333333333333	13	11160	ALL	11160	ALL	11160	2	ALL	11160	6892	ALL	11160	ALL
11187	PKP3	Q9Y446	plakophilin 3	null	cytoskeletal protein	0.769277900758122	0.259259259259259	13	11187	ALL	11187	ALL	11187	0	ALL	11187	6746	ALL	11187	ALL
11191	PTENP1	null	phosphatase and tensin homolog pseudogene 1 (functional)	null	null	0.758214398374014	0.185185185185185	13	11191	ALL	11191	ALL	11191	0	ALL	11191	7330	ALL	11191	ALL
11211	FZD10	Q9ULW2	frizzled class receptor 10	Signal Transduction	signaling molecule; receptor	0.758214398374014	0.222222222222222	13	11211	ALL	11211	ALL	11211	3	ALL	11211	6574	ALL	11211	ALL
11216	AKAP10	O43572	A kinase (PRKA) anchor protein 10	Hemostasis	null	0.739069513160894	0.259259259259259	13	11216	ALL	11216	ALL	11216	2	ALL	11216	6743	ALL	11216	ALL
11235	PDCD10	Q9BUL8	programmed cell death 10	null	null	0.758214398374014	0.37037037037037	13	11235	ALL	11235	ALL	11235	0	ALL	11235	2319	ALL	11235	ALL
23040	MYT1L	Q9UL68	myelin transcription factor 1-like	null	transcription factor	0.730664536385224	0.259259259259259	13	23040	ALL	23040	ALL	23040	2	ALL	23040	7068	ALL	23040	ALL
23097	CDK19	Q9BWU1	cyclin-dependent kinase 19	Developmental Biology; Metabolism	transferase; kinase	0.730664536385224	0.222222222222222	13	23097	ALL	23097	ALL	23097	0	ALL	23097	8453	ALL	23097	ALL
23101	MCF2L2	Q86YR7	MCF.2 cell line derived transforming sequence-like 2	null	signaling molecule; enzyme modulator	0.769277900758122	0.481481481481481	13	23101	ALL	23101	ALL	23101	1	ALL	23101	5638	ALL	23101	ALL
23129	PLXND1	Q9Y4D7	plexin D1	Developmental Biology	signaling molecule; transferase; kinase; receptor	0.781645844172749	0.333333333333333	13	23129	ALL	23129	ALL	23129	0	ALL	23129	5516	ALL	23129	ALL
23347	SMCHD1	A6NHR9	structural maintenance of chromosomes flexible hinge domain containing 1	null	null	0.758214398374014	0.37037037037037	13	23347	ALL	23347	ALL	23347	3	ALL	23347	7183	ALL	23347	ALL
23385	NCSTN	Q92542	nicastrin	Developmental Biology; Extracellular matrix organization; Signal Transduction	null	0.748206243090118	0.259259259259259	13	23385	ALL	23385	ALL	23385	1	ALL	23385	5819	ALL	23385	ALL
23389	MED13L	Q71F56	mediator complex subunit 13-like	Developmental Biology; Metabolism	transcription factor	0.748206243090118	0.333333333333333	13	23389	ALL	23389	ALL	23389	3	ALL	23389	4825	ALL	23389	ALL
23582	CCNDBP1	O95273	cyclin D-type binding-protein 1	null	null	0.748206243090118	0.185185185185185	13	23582	ALL	23582	ALL	23582	0	ALL	23582	5787	ALL	23582	ALL
23590	PDSS1	Q5T2R2	prenyl (decaprenyl) diphosphate synthase, subunit 1	Metabolism	transferase	0.758214398374014	0.37037037037037	13	23590	ALL	23590	ALL	23590	1	ALL	23590	6167	ALL	23590	ALL
25898	RCHY1	Q96PM5	ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase	DNA Repair; Immune System	ligase	0.748206243090118	0.296296296296296	13	25898	ALL	25898	ALL	25898	1	ALL	25898	8227	ALL	25898	ALL
26035	GLCE	O94923	glucuronic acid epimerase	Metabolism	null	0.758214398374014	0.222222222222222	13	26035	ALL	26035	ALL	26035	0	ALL	26035	9467	ALL	26035	ALL
26119	LDLRAP1	Q5SW96	low density lipoprotein receptor adaptor protein 1	null	signaling molecule	0.730664536385224	0.259259259259259	13	26119	ALL	26119	ALL	26119	3	ALL	26119	4871	ALL	26119	ALL
26258	BLOC1S6	Q9UL45	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin	Vesicle-mediated transport	null	0.739069513160894	0.333333333333333	13	26258	ALL	26258	ALL	26258	1	ALL	26258	4951	ALL	26258	ALL
26271	FBXO5	Q9UKT4	F-box protein 5	Cell Cycle	null	0.739069513160894	0.481481481481481	13	26271	ALL	26271	ALL	26271	0	ALL	26271	8057	ALL	26271	ALL
27133	KCNH5	Q8NCM2	potassium channel, voltage gated eag related subfamily H, member 5	Neuronal System	transporter; receptor	0.758214398374014	0.222222222222222	13	27133	ALL	27133	ALL	27133	2	ALL	27133	8018	ALL	27133	ALL
27241	BBS9	Q3SYG4	Bardet-Biedl syndrome 9	Organelle biogenesis and maintenance	null	0.748206243090118	0.444444444444444	13	27241	ALL	27241	ALL	27241	10	ALL	27241	5197	ALL	27241	ALL
27242	TNFRSF21	O75509	tumor necrosis factor receptor superfamily, member 21	Metabolism	receptor	0.769277900758122	0.296296296296296	13	27242	ALL	27242	ALL	27242	1	ALL	27242	4546	ALL	27242	ALL
27316	RBMX	P38159	RNA binding motif protein, X-linked	Gene Expression	null	0.758214398374014	0.259259259259259	13	27316	ALL	27316	ALL	27316	0	ALL	27316	6201	ALL	27316	ALL
28988	DBNL	Q9UJU6	drebrin-like	Programmed Cell Death	cytoskeletal protein	0.748206243090118	0.444444444444444	13	28988	ALL	28988	ALL	28988	0	ALL	28988	5172	ALL	28988	ALL
29103	DNAJC15	Q9Y5T4	DnaJ (Hsp40) homolog, subfamily C, member 15	null	null	0.730664536385224	0.222222222222222	13	29103	ALL	29103	ALL	29103	0	ALL	29103	6506	ALL	29103	ALL
29123	ANKRD11	Q6UB99	ankyrin repeat domain 11	null	null	0.739069513160894	0.444444444444444	13	29123	ALL	29123	ALL	29123	1	ALL	29123	5542	ALL	29123	ALL
29775	CARD10	Q9BWT7	caspase recruitment domain family, member 10	null	null	0.758214398374014	0.333333333333333	13	29775	ALL	29775	ALL	29775	0	ALL	29775	7743	ALL	29775	ALL
29943	PADI1	Q9ULC6	peptidyl arginine deiminase, type I	Chromatin organization	hydrolase	0.748206243090118	0.444444444444444	13	29943	ALL	29943	ALL	29943	0	ALL	29943	7854	ALL	29943	ALL
29947	DNMT3L	Q9UJW3	DNA (cytosine-5-)-methyltransferase 3-like	Gene Expression	null	0.748206243090118	0.222222222222222	13	29947	ALL	29947	ALL	29947	1	ALL	29947	4276	ALL	29947	ALL
29967	LRP12	Q9Y561	low density lipoprotein receptor-related protein 12	Metabolism; Signal Transduction	extracellular matrix protein; receptor	0.748206243090118	0.222222222222222	13	29967	ALL	29967	ALL	29967	3	ALL	29967	6948	ALL	29967	ALL
51084	CRYL1	Q9Y2S2	crystallin, lambda 1	Metabolism	isomerase; oxidoreductase; lyase	0.739069513160894	0.407407407407407	13	51084	ALL	51084	ALL	51084	2	ALL	51084	4843	ALL	51084	ALL
51201	ZDHHC2	Q9UIJ5	zinc finger, DHHC-type containing 2	Metabolism of proteins	null	0.748206243090118	0.37037037037037	13	51201	ALL	51201	ALL	51201	0	ALL	51201	8617	ALL	51201	ALL
51426	POLK	Q9UBT6	polymerase (DNA directed) kappa	DNA Repair	null	0.739069513160894	0.296296296296296	13	51426	ALL	51426	ALL	51426	11	ALL	51426	9452	ALL	51426	ALL
51474	LIMA1	Q9UHB6	LIM domain and actin binding 1	null	transcription factor; cytoskeletal protein; nucleic acid binding	0.748206243090118	0.185185185185185	13	51474	ALL	51474	ALL	51474	1	ALL	51474	7315	ALL	51474	ALL
51520	LARS	Q9P2J5	leucyl-tRNA synthetase	Gene Expression; Metabolism	ligase	0.748206243090118	0.444444444444444	13	51520	ALL	51520	ALL	51520	1	ALL	51520	4316	ALL	51520	ALL
51720	UIMC1	Q96RL1	ubiquitin interaction motif containing 1	Cell Cycle; DNA Repair	null	0.748206243090118	0.333333333333333	13	51720	ALL	51720	ALL	51720	1	ALL	51720	5986	ALL	51720	ALL
53615	MBD3	O95983	methyl-CpG binding domain protein 3	Chromatin organization; Gene Expression	nucleic acid binding	0.748206243090118	0.296296296296296	13	53615	ALL	53615	ALL	53615	0	ALL	53615	5708	ALL	53615	ALL
54413	NLGN3	Q9NZ94	neuroligin 3	null	hydrolase	0.739069513160894	0.296296296296296	13	54413	ALL	54413	ALL	54413	3	ALL	54413	1601	ALL	54413	ALL
54472	TOLLIP	Q9H0E2	toll interacting protein	Immune System	null	0.758214398374014	0.296296296296296	13	54472	ALL	54472	ALL	54472	2	ALL	54472	3246	ALL	54472	ALL
54507	ADAMTSL4	Q6UY14	ADAMTS-like 4	Metabolism of proteins	protease; enzyme modulator; hydrolase; extracellular matrix protein	0.730664536385224	0.444444444444444	13	54507	ALL	54507	ALL	54507	7	ALL	54507	2668	ALL	54507	ALL
54704	PDP1	Q9P0J1	pyruvate dehyrogenase phosphatase catalytic subunit 1	Metabolism	enzyme modulator; phosphatase; hydrolase	0.758214398374014	0.407407407407407	13	54704	ALL	54704	ALL	54704	1	ALL	54704	3216	ALL	54704	ALL
54732	TMED9	Q9BVK6	transmembrane emp24 protein transport domain containing 9	Metabolism of proteins; Vesicle-mediated transport	transfer/carrier protein; membrane traffic protein	0.758214398374014	0.481481481481481	13	54732	ALL	54732	ALL	54732	1	ALL	54732	4179	ALL	54732	ALL
54809	SAMD9	Q5K651	sterile alpha motif domain containing 9	null	null	0.758214398374014	0.296296296296296	13	54809	ALL	54809	ALL	54809	1	ALL	54809	5664	ALL	54809	ALL
54828	BCAS3	Q9H6U6	breast carcinoma amplified sequence 3	null	null	0.748206243090118	0.259259259259259	13	54828	ALL	54828	ALL	54828	2	ALL	54828	6022	ALL	54828	ALL
54862	CC2D1A	Q6P1N0	coiled-coil and C2 domain containing 1A	null	null	0.730664536385224	0.407407407407407	13	54862	ALL	54862	ALL	54862	1	ALL	54862	5237	ALL	54862	ALL
132625	ZFP42	Q96MM3	ZFP42 zinc finger protein	null	transcription factor	0.739069513160894	0.259259259259259	13	132625	ALL	132625	ALL	132625	0	ALL	132625	4712	ALL	132625	ALL
139596	UPRT	Q96BW1	uracil phosphoribosyltransferase (FUR1) homolog (S. cerevisiae)	null	transferase; kinase	0.730664536385224	0.222222222222222	13	139596	ALL	139596	ALL	139596	0	ALL	139596	6014	ALL	139596	ALL
140803	TRPM6	Q9BX84	transient receptor potential cation channel, subfamily M, member 6	Transmembrane transport of small molecules	transporter; receptor	0.739069513160894	0.296296296296296	13	140803	ALL	140803	ALL	140803	5	ALL	140803	3491	ALL	140803	ALL
146227	BEAN1	Q3B7T3	brain expressed, associated with NEDD4, 1	null	null	0.758214398374014	0.185185185185185	13	146227	ALL	146227	ALL	146227	0	ALL	146227	2576	ALL	146227	ALL
151126	ZNF385B	Q569K4	zinc finger protein 385B	null	transcription factor; nucleic acid binding	0.758214398374014	0.444444444444444	13	151126	ALL	151126	ALL	151126	2	ALL	151126	7048	ALL	151126	ALL
166824	RASSF6	Q6ZTQ3	Ras association (RalGDS/AF-6) domain family member 6	null	enzyme modulator	0.758214398374014	0.222222222222222	13	166824	ALL	166824	ALL	166824	0	ALL	166824	6887	ALL	166824	ALL
167826	OLIG3	Q7RTU3	oligodendrocyte transcription factor 3	null	transcription factor; nucleic acid binding	0.758214398374014	0.296296296296296	13	167826	ALL	167826	ALL	167826	7	ALL	167826	5350	ALL	167826	ALL
168620	BHLHA15	Q7RTS1	basic helix-loop-helix family, member a15	null	transcription factor; nucleic acid binding	0.730664536385224	0.333333333333333	13	168620	ALL	168620	ALL	168620	0	ALL	168620	3660	ALL	168620	ALL
168667	BMPER	Q8N8U9	BMP binding endothelial regulator	null	cell adhesion molecule; extracellular matrix protein	0.758214398374014	0.37037037037037	13	168667	ALL	168667	ALL	168667	4	ALL	168667	3842	ALL	168667	ALL
170685	NUDT10	Q8NFP7	nudix (nucleoside diphosphate linked moiety X)-type motif 10	Metabolism	hydrolase; phosphatase	0.739069513160894	0.259259259259259	13	170685	ALL	170685	ALL	170685	3	ALL	170685	3935	ALL	170685	ALL
219771	CCNY	Q8ND76	cyclin Y	null	null	0.748206243090118	0.333333333333333	13	219771	ALL	219771	ALL	219771	3	ALL	219771	6873	ALL	219771	ALL
256646	NUTM1	Q86Y26	NUT midline carcinoma, family member 1	null	null	0.748206243090118	0.111111111111111	13	256646	ALL	256646	ALL	256646	0	ALL	256646	5016	ALL	256646	ALL
283149	BCL9L	Q86UU0	B-cell CLL/lymphoma 9-like	Signal Transduction	null	0.769277900758122	0.148148148148148	13	283149	ALL	283149	ALL	283149	0	ALL	283149	7290	ALL	283149	ALL
283450	HECTD4	Q9Y4D8	HECT domain containing E3 ubiquitin protein ligase 4	null	ligase	0.748206243090118	0.259259259259259	13	283450	ALL	283450	ALL	283450	8	ALL	283450	7115	ALL	283450	ALL
284098	PIGW	Q7Z7B1	phosphatidylinositol glycan anchor biosynthesis, class W	Metabolism of proteins	transferase	0.758214398374014	0.481481481481481	13	284098	ALL	284098	ALL	284098	2	ALL	284098	3633	ALL	284098	ALL
284340	CXCL17	Q6UXB2	chemokine (C-X-C motif) ligand 17	null	null	0.769277900758122	0.481481481481481	13	284340	ALL	284340	ALL	284340	0	ALL	284340	7015	ALL	284340	ALL
285194	TUSC7	null	tumor suppressor candidate 7 (non-protein coding)	null	null	0.748206243090118	0.0740740740740741	13	285194	ALL	285194	ALL	285194	0	ALL	285194	5960	ALL	285194	ALL
286319	TUSC1	Q2TAM9	tumor suppressor candidate 1	null	transcription factor; nucleic acid binding	0.758214398374014	0.222222222222222	13	286319	ALL	286319	ALL	286319	6	ALL	286319	5994	ALL	286319	ALL
327657	SERPINA9	Q86WD7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9	null	enzyme modulator	0.739069513160894	0.259259259259259	13	327657	ALL	327657	ALL	327657	1	ALL	327657	3611	ALL	327657	ALL
338557	FFAR4	Q5NUL3	free fatty acid receptor 4	Metabolism of proteins; Signal Transduction	receptor	0.758214398374014	0.333333333333333	13	338557	ALL	338557	ALL	338557	1	ALL	338557	5939	ALL	338557	ALL
340419	RSPO2	Q6UXX9	R-spondin 2	Signal Transduction	null	0.739069513160894	0.296296296296296	13	340419	ALL	340419	ALL	340419	2	ALL	340419	6044	ALL	340419	ALL
340533	KIAA2022	Q5QGS0	KIAA2022	null	nucleic acid binding	0.739069513160894	0.222222222222222	13	340533	ALL	340533	ALL	340533	5	ALL	340533	1782	ALL	340533	ALL
342184	FMN1	Q68DA7	formin 1	null	null	0.748206243090118	0.333333333333333	13	342184	ALL	342184	ALL	342184	4	ALL	342184	7025	ALL	342184	ALL
389434	IYD	Q6PHW0	iodotyrosine deiodinase	Metabolism	oxidoreductase	0.739069513160894	0.296296296296296	13	389434	ALL	389434	ALL	389434	4	ALL	389434	1221	ALL	389434	ALL
401637	OR7E26P	null	olfactory receptor, family 7, subfamily E, member 26 pseudogene	null	null	0.739069513160894	0.37037037037037	13	401637	ALL	401637	ALL	401637	8	ALL	401637	5025	ALL	401637	ALL
406963	MIR187	null	microRNA 187	null	null	0.769277900758122	0.296296296296296	13	406963	ALL	406963	ALL	406963	0	ALL	406963	7158	ALL	406963	ALL
407015	MIR26A1	null	microRNA 26a-1	null	null	0.758214398374014	0.296296296296296	13	407015	ALL	407015	ALL	407015	0	ALL	407015	5951	ALL	407015	ALL
407042	MIR34C	null	microRNA 34c	null	null	0.758214398374014	0.259259259259259	13	407042	ALL	407042	ALL	407042	0	ALL	407042	5309	ALL	407042	ALL
494323	MIR361	null	microRNA 361	null	null	0.758214398374014	0.148148148148148	13	494323	ALL	494323	ALL	494323	0	ALL	494323	4744	ALL	494323	ALL
574450	MIR493	null	microRNA 493	null	null	0.769277900758122	0.222222222222222	13	574450	ALL	574450	ALL	574450	0	ALL	574450	6582	ALL	574450	ALL
644314	MT1IP	null	metallothionein 1I, pseudogene	null	null	0.739069513160894	0.407407407407407	13	644314	ALL	644314	ALL	644314	0	ALL	644314	7109	ALL	644314	ALL
652070	SCFV	null	single-chain Fv fragment	null	null	0.758214398374014	0.222222222222222	13	652070	ALL	652070	ALL	652070	0	ALL	652070	7397	ALL	652070	ALL
692236	SNORD116@	null	small nucleolar RNA, C/D box 116 cluster	null	null	0.748206243090118	0.333333333333333	13	692236	ALL	692236	ALL	692236	0	ALL	692236	4039	ALL	692236	ALL
693159	MIR574	null	microRNA 574	null	null	0.730664536385224	0.333333333333333	13	693159	ALL	693159	ALL	693159	0	ALL	693159	7122	ALL	693159	ALL
693190	MIR605	null	microRNA 605	null	null	0.739069513160894	0.222222222222222	13	693190	ALL	693190	ALL	693190	7	ALL	693190	6882	ALL	693190	ALL
729857	RGPD2	P0DJD1	RANBP2-like and GRIP domain containing 2	null	null	0.739069513160894	0.222222222222222	13	729857	ALL	729857	ALL	729857	0	ALL	729857	6047	ALL	729857	ALL
100188881	MFT2	null	Trichoepithelioma, multiple familial, 2	null	null	0.758214398374014	0.333333333333333	13	100188881	ALL	100188881	ALL	100188881	0	ALL	100188881	3567	ALL	100188881	ALL
4800	NFYA	P23511	nuclear transcription factor Y, alpha	Metabolism; Metabolism of proteins	transcription factor; nucleic acid binding	0.748206243090118	0.37037037037037	13	4800	ALL	4800	ALL	4800	0	ALL	4800	5529	ALL	4800	ALL
4857	NOVA1	P51513	neuro-oncological ventral antigen 1	null	enzyme modulator; nucleic acid binding	0.830999116983098	0.148148148148148	13	4857	ALL	4857	ALL	4857	2	ALL	4857	6161	ALL	4857	ALL
5013	OTX1	P32242	orthodenticle homeobox 1	null	transcription factor; nucleic acid binding	0.739069513160894	0.296296296296296	13	5013	ALL	5013	ALL	5013	3	ALL	5013	6265	ALL	5013	ALL
5089	PBX2	P40425	pre-B-cell leukemia homeobox 2	null	nucleic acid binding	0.748206243090118	0.37037037037037	13	5089	ALL	5089	ALL	5089	2	ALL	5089	6476	ALL	5089	ALL
5158	PDE6B	P35913	phosphodiesterase 6B, cGMP-specific, rod, beta	Signal Transduction	hydrolase	0.748206243090118	0.148148148148148	13	5158	ALL	5158	ALL	5158	15	ALL	5158	1169	ALL	5158	ALL
5191	PEX7	O00628	peroxisomal biogenesis factor 7	null	receptor	0.730664536385224	0.259259259259259	13	5191	ALL	5191	ALL	5191	16	ALL	5191	2598	ALL	5191	ALL
5286	PIK3C2A	O00443	phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha	Metabolism; Vesicle-mediated transport	transferase; kinase	0.739069513160894	0.37037037037037	13	5286	ALL	5286	ALL	5286	1	ALL	5286	7809	ALL	5286	ALL
5331	PLCB3	Q01970	phospholipase C, beta 3 (phosphatidylinositol-specific)	Metabolism; Neuronal System; Signal Transduction	signaling molecule; calcium-binding protein; enzyme modulator; hydrolase	0.748206243090118	0.37037037037037	13	5331	ALL	5331	ALL	5331	1	ALL	5331	5575	ALL	5331	ALL
5462	POU5F1B	Q06416	POU class 5 homeobox 1B	null	transcription factor	0.758214398374014	0.185185185185185	13	5462	ALL	5462	ALL	5462	14	ALL	5462	5983	ALL	5462	ALL
5464	PPA1	Q15181	pyrophosphatase (inorganic) 1	Gene Expression	hydrolase	0.739069513160894	0.407407407407407	13	5464	ALL	5464	ALL	5464	0	ALL	5464	6560	ALL	5464	ALL
5522	PPP2R2C	Q9Y2T4	protein phosphatase 2, regulatory subunit B, gamma	null	phosphatase; hydrolase	0.758214398374014	0.296296296296296	13	5522	ALL	5522	ALL	5522	0	ALL	5522	8750	ALL	5522	ALL
5529	PPP2R5E	Q16537	protein phosphatase 2, regulatory subunit B\', epsilon isoform	Cell Cycle; Developmental Biology; Hemostasis; Immune System; Signal Transduction	phosphatase; hydrolase	0.758214398374014	0.222222222222222	13	5529	ALL	5529	ALL	5529	1	ALL	5529	7369	ALL	5529	ALL
5706	PSMC6	P62333	proteasome (prosome, macropain) 26S subunit, ATPase, 6	Cell Cycle; Developmental Biology; DNA Replication; Gene Expression; Immune System; Metabolism; Programmed Cell Death; Signal...	hydrolase	0.730664536385224	0.407407407407407	13	5706	ALL	5706	ALL	5706	5	ALL	5706	4918	ALL	5706	ALL
5723	PSPH	P78330	phosphoserine phosphatase	Metabolism	phosphatase; hydrolase	0.739069513160894	0.407407407407407	13	5723	ALL	5723	ALL	5723	4	ALL	5723	3647	ALL	5723	ALL
5910	RAP1GDS1	P52306	RAP1, GTP-GDP dissociation stimulator 1	null	null	0.730664536385224	0.259259259259259	13	5910	ALL	5910	ALL	5910	0	ALL	5910	6759	ALL	5910	ALL
6006	RHCE	P18577	Rh blood group, CcEe antigens	null	transporter	0.730664536385224	0.333333333333333	13	6006	ALL	6006	ALL	6006	8	ALL	6006	2773	ALL	6006	ALL
6011	GRK1	Q15835	G protein-coupled receptor kinase 1	Signal Transduction	transferase; kinase	0.739069513160894	0.296296296296296	13	6011	ALL	6011	ALL	6011	0	ALL	6011	3247	ALL	6011	ALL
6047	RNF4	P78317	ring finger protein 4	DNA Repair; Immune System	ligase	0.758214398374014	0.444444444444444	13	6047	ALL	6047	ALL	6047	1	ALL	6047	6569	ALL	6047	ALL
6102	RP2	O75695	retinitis pigmentosa 2 (X-linked recessive)	Organelle biogenesis and maintenance	transferase; kinase	0.748206243090118	0.259259259259259	13	6102	ALL	6102	ALL	6102	6	ALL	6102	1111	ALL	6102	ALL
6191	RPS4X	P62701	ribosomal protein S4, X-linked	Gene Expression; Metabolism; Metabolism of proteins	nucleic acid binding	0.730664536385224	0.481481481481481	13	6191	ALL	6191	ALL	6191	0	ALL	6191	6449	ALL	6191	ALL
6251	RSU1	Q15404	Ras suppressor protein 1	Cell-Cell communication	null	0.748206243090118	0.333333333333333	13	6251	ALL	6251	ALL	6251	1	ALL	6251	9803	ALL	6251	ALL
6252	RTN1	Q16799	reticulon 1	null	membrane traffic protein	0.758214398374014	0.37037037037037	13	6252	ALL	6252	ALL	6252	0	ALL	6252	8589	ALL	6252	ALL
6289	SAA2	P0DJI9	serum amyloid A2	null	defense/immunity protein; transfer/carrier protein; transporter	0.758214398374014	0.407407407407407	13	6289	ALL	6289	ALL	6289	1	ALL	6289	6045	ALL	6289	ALL
6297	SALL2	Q9Y467	spalt-like transcription factor 2	null	transcription factor; nucleic acid binding	0.748206243090118	0.296296296296296	13	6297	ALL	6297	ALL	6297	0	ALL	6297	5496	ALL	6297	ALL
6386	SDCBP	O00560	syndecan binding protein (syntenin)	Developmental Biology	membrane traffic protein	0.758214398374014	0.296296296296296	13	6386	ALL	6386	ALL	6386	0	ALL	6386	6963	ALL	6386	ALL
6449	SGTA	O43765	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	null	chaperone	0.748206243090118	0.259259259259259	13	6449	ALL	6449	ALL	6449	0	ALL	6449	6379	ALL	6449	ALL
6564	SLC15A1	P46059	solute carrier family 15 (oligopeptide transporter), member 1	Transmembrane transport of small molecules	transporter	0.748206243090118	0.296296296296296	13	6564	ALL	6564	ALL	6564	0	ALL	6564	6087	ALL	6564	ALL
7007	TECTA	O75443	tectorin alpha	null	cell adhesion molecule; extracellular matrix protein	0.769277900758122	0.222222222222222	13	7007	ALL	7007	ALL	7007	15	ALL	7007	530	ALL	7007	ALL
7029	TFDP2	Q14188	transcription factor Dp-2 (E2F dimerization partner 2)	Cell Cycle; Gene Expression; Signal Transduction	transcription factor; nucleic acid binding	0.739069513160894	0.37037037037037	13	7029	ALL	7029	ALL	7029	1	ALL	7029	6097	ALL	7029	ALL
7092	TLL1	O43897	tolloid-like 1	Extracellular matrix organization	cell adhesion molecule; transfer/carrier protein; transporter; protease; enzyme modulator; oxidoreductase; hydrolase; signali...	0.739069513160894	0.333333333333333	13	7092	ALL	7092	ALL	7092	5	ALL	7092	6450	ALL	7092	ALL
7218	TRP-AGG2-4	null	transfer RNA-Pro (AGG) 2-4	null	null	0.739069513160894	0.259259259259259	13	7218	ALL	7218	ALL	7218	0	ALL	7218	3827	ALL	7218	ALL
7358	UGDH	O60701	UDP-glucose 6-dehydrogenase	Metabolism	oxidoreductase	0.739069513160894	0.518518518518518	13	7358	ALL	7358	ALL	7358	0	ALL	7358	2420	ALL	7358	ALL
7410	VAV2	P52735	vav 2 guanine nucleotide exchange factor	Developmental Biology; Hemostasis; Immune System; Signal Transduction	signaling molecule; enzyme modulator	0.739069513160894	0.333333333333333	13	7410	ALL	7410	ALL	7410	3	ALL	7410	7309	ALL	7410	ALL
7429	VIL1	P09327	villin 1	null	cytoskeletal protein; calcium-binding protein	0.739069513160894	0.333333333333333	13	7429	ALL	7429	ALL	7429	0	ALL	7429	5452	ALL	7429	ALL
7458	EIF4H	Q15056	eukaryotic translation initiation factor 4H	Gene Expression; Metabolism of proteins	nucleic acid binding	0.739069513160894	0.407407407407407	13	7458	ALL	7458	ALL	7458	0	ALL	7458	7355	ALL	7458	ALL
7511	XPNPEP1	Q9NQW7	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	null	transcription factor; protease; nucleic acid binding; hydrolase	0.769277900758122	0.259259259259259	13	7511	ALL	7511	ALL	7511	0	ALL	7511	7919	ALL	7511	ALL
7544	ZFY	P08048	zinc finger protein, Y-linked	null	transcription factor	0.739069513160894	0.259259259259259	13	7544	ALL	7544	ALL	7544	0	ALL	7544	2187	ALL	7544	ALL
7802	DNALI1	O14645	dynein, axonemal, light intermediate chain 1	null	cytoskeletal protein	0.730664536385224	0.481481481481481	13	7802	ALL	7802	ALL	7802	0	ALL	7802	8184	ALL	7802	ALL
7975	MAFK	O60675	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	Hemostasis	transcription factor; nucleic acid binding	0.739069513160894	0.481481481481481	13	7975	ALL	7975	ALL	7975	0	ALL	7975	7258	ALL	7975	ALL
7982	ST7	Q9NRC1	suppression of tumorigenicity 7	null	null	0.739069513160894	0.185185185185185	13	7982	ALL	7982	ALL	7982	0	ALL	7982	9797	ALL	7982	ALL
